topic_index,topic_id,topic_title,tag_id,tag_name,level,is_new,topic_is_show,question_index,question_id,part,question_is_show,content
6,182,花费甚少的外出日,20,事件,2,1,1,8,6267,3,1,How do people spend their leisure time in your country?
6,182,花费甚少的外出日,20,事件,2,1,1,9,651,3,0,Is it possible to buy something from a physical store without money?
6,182,花费甚少的外出日,20,事件,2,1,1,10,650,3,0,Why is online shopping so popular these days?
6,182,花费甚少的外出日,20,事件,2,1,1,11,649,3,0,Have you ever had a bad shopping experience?
6,182,花费甚少的外出日,20,事件,2,1,1,12,648,3,0,How can people save as much money as possible?
6,182,花费甚少的外出日,20,事件,2,1,1,13,647,3,0,Do teenagers spend more money than they used to?
7,1920,想要颁布的环保法律,20,事件,1,1,1,1,6278,2,1,Describe an environmental law you would like your country to introduce You should say: What law it should be Why people should follow the law Whether the law will be popular And explain how you feel about this law
7,1920,想要颁布的环保法律,20,事件,1,1,1,2,6282,3,0,What environmentallaws does your country already have?
7,1920,想要颁布的环保法律,20,事件,1,1,1,3,6281,3,1,Will there be a law that is universally accepted?
7,1920,想要颁布的环保法律,20,事件,1,1,1,4,6280,3,1,What kinds of rules do schools in China have?
7,1920,想要颁布的环保法律,20,事件,1,1,1,5,6279,3,1,How does technology affect the law?
8,1913,别人帮助解决问题,20,事件,1,1,1,1,6270,2,1,Describe a time when a person did something tohelp you solve a problem You should say: Who the person is What the problem was How he/she helped you And explain how you felt about the experience
8,1913,别人帮助解决问题,20,事件,1,1,1,2,6271,3,1,How important is it for schools to help children pecome smarter?
9,1912,包含动物的故事或书,19,事物,1,1,1,1,6254,2,1,Describe a story/book with animals in it You should say: What animals are in it What the story/book is about Why you read the story/book And explain what you think of this story/book
9,1912,包含动物的故事或书,19,事物,1,1,1,2,6260,3,1,Why do people always tell children stories with animals?
9,1912,包含动物的故事或书,19,事物,1,1,1,3,6259,3,1,What are the advantages of keeping a pet?
9,1912,包含动物的故事或书,19,事物,1,1,1,4,6258,3,1,Do many people keep pets in your country?
9,1912,包含动物的故事或书,19,事物,1,1,1,5,6257,3,1,Many people regard pets as members of thei family. What do you think?
9,1912,包含动物的故事或书,19,事物,1,1,1,6,6256,3,1,Some people think pets should not be kept in cities. What do you think?
9,1912,包含动物的故事或书,19,事物,1,1,1,7,6255,3,1,Should schools teach children about animals?
10,1911,很久没收到回复的信息,20,事件,2,1,1,1,6253,2,1,Describe a time when you sent a message or anemail to someone but received no reply for a longtime You should say: Who you sent it to What the message/email was about Whether you finally received the reply And explain how you felt about the experience
10,1911,很久没收到回复的信息,20,事件,2,1,1,2,6266,3,0,Why do some people feel angry when others don't reply to their message?
10,1911,很久没收到回复的信息,20,事件,2,1,1,3,6265,3,1,How do you show your respect in your messages?
10,1911,很久没收到回复的信息,20,事件,2,1,1,4,6264,3,1,Why do some people prefer sending a messageinstead of making a call?
10,1911,很久没收到回复的信息,20,事件,2,1,1,5,6263,3,1,What would you do if you did not receive a reply after sending out a message?
10,1911,很久没收到回复的信息,20,事件,2,1,1,6,6262,3,1,In what situations do people not respond to messages at all?
10,1911,很久没收到回复的信息,20,事件,2,1,1,7,6261,3,1,In what situations do people spend a long time responding to others' messages?
11,1909,组织快乐活动,20,事件,1,1,1,1,6243,2,1,Describe a time when you organized a happy eventsuccessfully You should say What the event was How you prepared for it Who helped you to organize it And explain why you think it was a successful event
11,1909,组织快乐活动,20,事件,1,1,1,2,6252,3,1,Do you prefer to prepare and organize an activity or just take part in an activity?
11,1909,组织快乐活动,20,事件,1,1,1,3,6249,3,1,How would you feel when you were not well prepared for something?
11,1909,组织快乐活动,20,事件,1,1,1,4,6248,3,1,Do people need others' help when organizing things?
11,1909,组织快乐活动,20,事件,1,1,1,5,6246,3,1,Does everything need to be well prepared?
11,1909,组织快乐活动,20,事件,1,1,1,6,6245,3,1,On what occasions do people need to be organized?
11,1909,组织快乐活动,20,事件,1,1,1,7,6244,3,1,How can parents help children to be organized?
12,1908,长久目标/抱负,20,事件,1,1,1,1,6236,2,1,Describe a long-term goal/ambition you would like to achieve You should say: How long you have had this goal/ambition What it is How you will achieve it And explain why you set it
12,1908,长久目标/抱负,20,事件,1,1,1,2,6242,3,1,What should people do to achieve their goals?
12,1908,长久目标/抱负,20,事件,1,1,1,3,6241,3,1,What goals do young people usually have?
12,1908,长久目标/抱负,20,事件,1,1,1,4,6240,3,1,Is it necessary to give advice to children?
12,1908,长久目标/抱负,20,事件,1,1,1,5,6239,3,1,What goals do people at your age have?
12,1908,长久目标/抱负,20,事件,1,1,1,6,6238,3,1,Do people need to have goals?
12,1908,长久目标/抱负,20,事件,1,1,1,7,6237,3,1,What goals should a society have?
13,1907,遇到困难终成功的人,18,人物,1,1,1,1,6232,2,1,Describe a person who met difficulties but succeeded You should say Who this person is What difficulties he met How he overcame the difficulties And explain how you feel about him
13,1907,遇到困难终成功的人,18,人物,1,1,1,2,6233,3,1,"In your country, what industry is it easier to besuccessful in?"
14,1906,改变重要想法,20,事件,1,1,1,1,6228,2,1,Describe a time when you changed an important opinion of yours You should say When you changed your opinion What the original opinion was Why you changed it And explain how you felt about the experience
14,1906,改变重要想法,20,事件,1,1,1,2,6231,3,1,Do children communicate more with teachers orwith parents?
14,1906,改变重要想法,20,事件,1,1,1,3,6230,3,1,"Whose opinions are more important to children,their parents or teachers?"
14,1906,改变重要想法,20,事件,1,1,1,4,6229,3,1,When do most children begin to have their ownopinions?
15,1905,特别场合的食物,20,事件,1,1,1,1,6221,2,1,Describe a food that people eat on special occasions/events You should say: What it is What the special event/occasion is How it is cooked/made And explain why people eat it on that special occasion/event
15,1905,特别场合的食物,20,事件,1,1,1,2,6226,3,1,Are there any differences between the food people eat today and the food people ate in the past?
15,1905,特别场合的食物,20,事件,1,1,1,3,6225,3,1,What are the differences between everyday fooo and festival food?
15,1905,特别场合的食物,20,事件,1,1,1,4,6223,3,1,Why are there special foods on special occasions or events?
16,1904,擅长学习和说语言的人,18,人物,1,1,1,1,6218,2,1,Describe a person who is good at learning andspeaking new languages You should say How you got to know him/her How he/she learns a new language What languages he/she can speak And explain how you feel about him/her
16,1904,擅长学习和说语言的人,18,人物,1,1,1,2,6227,3,1,Why is it easier for children to learn new things than for adults?
16,1904,擅长学习和说语言的人,18,人物,1,1,1,3,6224,3,1,How do people learn new things?
16,1904,擅长学习和说语言的人,18,人物,1,1,1,4,6222,3,1,Do people learn any languages other than English?
16,1904,擅长学习和说语言的人,18,人物,1,1,1,5,6220,3,1,Does speaking other languages help at work?
16,1904,擅长学习和说语言的人,18,人物,1,1,1,6,6219,3,1,Are there many people who can speak foreign
17,1903,喜欢的现场体育赛事,20,事件,1,1,1,1,6207,2,1,Describe a live sports event you watched and liked You should say: What it was When and where you watched it Who you watched it with And explain why you liked it
17,1903,喜欢的现场体育赛事,20,事件,1,1,1,2,6211,3,1,What sports matches are suitable for children to attend?
17,1903,喜欢的现场体育赛事,20,事件,1,1,1,3,6210,3,1,What are the advantages of watching sports events online?
17,1903,喜欢的现场体育赛事,20,事件,1,1,1,4,6209,3,1,Where do people normally watch sports events?
17,1903,喜欢的现场体育赛事,20,事件,1,1,1,5,6208,3,1,Why do some people like to watch sports events?
18,1902,遇到的科技问题,20,事件,1,1,1,1,6206,2,1,Describe a challenging technological problem you faced You should say: What the problem was When and where you faced it How challenging it was And explain how you solved it
18,1902,遇到的科技问题,20,事件,1,1,1,2,6217,3,1,What can teachers do to stop students from relying too much on AI?
18,1902,遇到的科技问题,20,事件,1,1,1,3,6216,3,1,Do you think students are overly reliant on AI?
18,1902,遇到的科技问题,20,事件,1,1,1,4,6215,3,1,How can AI help in our lives?
18,1902,遇到的科技问题,20,事件,1,1,1,5,6214,3,1,Should children learn to use AI?
18,1902,遇到的科技问题,20,事件,1,1,1,6,6213,3,1,Do you think people today should learn about AI technology?
18,1902,遇到的科技问题,20,事件,1,1,1,7,6212,3,1,What are the advantages and disadvantages of AI?
19,1901,在团队中工作,19,事物,1,1,1,1,6201,2,1,Describe a time when you worked in a group You should say: What you did Who you worked with What problems you faced And explain why you worked in the group
19,1901,在团队中工作,19,事物,1,1,1,2,6205,3,1,What group tasks are there in schools?
19,1901,在团队中工作,19,事物,1,1,1,3,6204,3,1,Should students learn to do qroup work?
19,1901,在团队中工作,19,事物,1,1,1,4,6203,3,1,What should a leader do to make team members want to follow him or her?
19,1901,在团队中工作,19,事物,1,1,1,5,6202,3,1,Why do some people prefer to work by themselves?
20,1900,拥有成功商业的人,18,人物,1,1,1,1,6195,2,1,Describe a person you know who has a successful business You should say: Who this person is How you got to know him/her Why and how he/she started the business What business he/she does And explain why you think the business is successful
20,1900,拥有成功商业的人,18,人物,1,1,1,2,6200,3,1,What makes a business fail?
20,1900,拥有成功商业的人,18,人物,1,1,1,3,6199,3,1,What makes a business successful?
20,1900,拥有成功商业的人,18,人物,1,1,1,4,6198,3,1,Do most people prefer shopping at big stores or small stores?
20,1900,拥有成功商业的人,18,人物,1,1,1,5,6197,3,1,Should governments provide financial support ta start-ups?
20,1900,拥有成功商业的人,18,人物,1,1,1,6,6196,3,1,Why do some people start their own business?
21,1899,在成功公司工作的人,18,人物,1,1,1,1,6184,2,1,Describe a person who works in a successfu company You should say: Who he/she is What he/she does in the company What business the company does And explain why you think it is a successful company
21,1899,在成功公司工作的人,18,人物,1,1,1,2,6187,3,1,Do you think customer satisfaction is important fol a company?
21,1899,在成功公司工作的人,18,人物,1,1,1,3,6186,3,1,Do you think companies should donate money to help society?
21,1899,在成功公司工作的人,18,人物,1,1,1,4,6185,3,1,Do you think governments should provide financial support to companies?
22,1898,名人出演的广告,20,事件,1,1,1,1,6188,2,1,Describe an advertisement with a famous person in it You should say: Who the person is Where you can see it What the advertisement is about And explain how you feel about the advertisement
22,1898,名人出演的广告,20,事件,1,1,1,2,6194,3,1,"Which is more effective, online advertising or offline advertising?"
22,1898,名人出演的广告,20,事件,1,1,1,3,6193,3,1,Is advertising important for a company? Why?
22,1898,名人出演的广告,20,事件,1,1,1,4,6192,3,1,Why are some advertisements boring?
22,1898,名人出演的广告,20,事件,1,1,1,5,6191,3,1,What is the most important factor in an advertisement?
22,1898,名人出演的广告,20,事件,1,1,1,6,6190,3,1,Why are many advertisements endorsed by celebrities? How useful are they?
22,1898,名人出演的广告,20,事件,1,1,1,7,6189,3,1,What are the advantages and disadvantages ofadvertisements?
23,1897,推荐旅行过的地方,21,地点,1,1,1,1,6179,2,1,Describe a place you have travelled to that youwould like to recommend to others You should say: What itis Where it is What you saw and did there And explain why you would like to recommend it toothers
23,1897,推荐旅行过的地方,21,地点,1,1,1,2,6183,3,1,Is it important to plan a holiday ahead?
23,1897,推荐旅行过的地方,21,地点,1,1,1,3,6182,3,1,How do people usually plan holidays?
23,1897,推荐旅行过的地方,21,地点,1,1,1,4,6181,3,1,What is the ideal length for a holiday?
23,1897,推荐旅行过的地方,21,地点,1,1,1,5,6180,3,1,Where do people in your country often go for holidays?
24,1894,最近看过的电视/网络节目,20,事件,1,1,1,1,6164,2,1,Describe a TV show/online program you havewatched recently You should say: What it is What it is about How often you watch it And explain how you feel about it
24,1894,最近看过的电视/网络节目,20,事件,1,1,1,2,6167,3,1,What kinds of TV or online programs are popular in your country?
24,1894,最近看过的电视/网络节目,20,事件,1,1,1,3,6166,3,1,What makes a popular TV or online program?
24,1894,最近看过的电视/网络节目,20,事件,1,1,1,4,6165,3,1,What are the differences between the TV programsyoung people like to watch and those old peoplelike to watch?
25,1892,喜欢拜访但不想住的家,21,地点,1,1,1,1,6155,2,1,Describe a home that you like to visit but do notwant to live in You should say Where it is What it is like Why you like to visit it And explain why you would not like to live there
25,1892,喜欢拜访但不想住的家,21,地点,1,1,1,2,6163,3,1,What's the difference between homes in cities andthose in the countryside?
25,1892,喜欢拜访但不想住的家,21,地点,1,1,1,3,6162,3,1,What kind of place do people in your country like to live in?
25,1892,喜欢拜访但不想住的家,21,地点,1,1,1,4,6161,3,1,What do Chinese people do when they visit others?
25,1892,喜欢拜访但不想住的家,21,地点,1,1,1,5,6160,3,1,Do Chinese people like to visit others' homes?
26,1891,坏掉的电子设备,19,事物,1,1,1,1,6152,2,1,Describe a time when you had a problem using anelectronic device You should say: When it happened Where it happened What the problem was And explain how you solved the problem at last
26,1891,坏掉的电子设备,19,事物,1,1,1,2,6154,3,1,What impact do electronic devices have onpeople?
26,1891,坏掉的电子设备,19,事物,1,1,1,3,6153,3,1,Why are people keen on buying new electronicdevices?
27,1890,想从事医疗行业的人,18,人物,1,1,1,1,6149,2,1,"Describe a person you know who would like to choose a career in the medical field (e.g. a doctor, a nurse) You should say: When you knew him/her When he/she started to think about that What he/she would like to do And explain why he/she would like to choose this career"
27,1890,想从事医疗行业的人,18,人物,1,1,1,2,6151,3,1,Do you think learning biology is interesting for children?
27,1890,想从事医疗行业的人,18,人物,1,1,1,3,6150,3,1,Do you think being a doctor is easy or difficult?
28,1889,去过的无聊地方,21,地点,1,1,1,1,6144,2,1,Describe a boring place You should say: Where it is Who you went there with What you did there And explain why you think it is a boring place
28,1889,去过的无聊地方,21,地点,1,1,1,2,6148,3,1,Why are some teachers' classes boring? Are thereany solutions?
28,1889,去过的无聊地方,21,地点,1,1,1,3,6147,3,1,What can people do when they feel bored?
28,1889,去过的无聊地方,21,地点,1,1,1,4,6146,3,1,Why aren't young people willing to listen to theexperiences of older people?
28,1889,去过的无聊地方,21,地点,1,1,1,5,6145,3,1,Why do most children think education is boring?
29,1888,去过的最喜欢的城市,21,地点,1,1,1,1,6136,2,1,Describe your favorite city that you have visited You should say: Where it is How you knew it When you visited it And explain why it is your favourite city
29,1888,去过的最喜欢的城市,21,地点,1,1,1,2,6143,3,1,Do most people prefer to travel in a modern city or a historical city?
29,1888,去过的最喜欢的城市,21,地点,1,1,1,3,6142,3,1,Do you think a tourist city is also a good place to live? why?
29,1888,去过的最喜欢的城市,21,地点,1,1,1,4,6141,3,1,How do people choose a city to travel to?
29,1888,去过的最喜欢的城市,21,地点,1,1,1,5,6137,3,1,"Which is more suitable for young people, urban life or rural life, and which is more suitable for old people?"
30,1887,有趣视频,19,事物,1,1,1,1,6131,2,1,Describe an interesting video You should say: When and where you watched it What it is about Why you watched it And explain how you feel about it
30,1887,有趣视频,19,事物,1,1,1,2,6140,3,1,Are there any differences between the videos thatyoung people and old people like to watch?
30,1887,有趣视频,19,事物,1,1,1,3,6139,3,1,What skills can people learn from watching videos?
30,1887,有趣视频,19,事物,1,1,1,4,6138,3,1,"Which is more helpful, watching videos or readingbooks?"
30,1887,有趣视频,19,事物,1,1,1,5,6135,3,1,What kind of videos do people in your country liketo watch?
31,1886,早起经历,20,事件,1,1,1,1,6128,2,1,Describe a time when you got up early You should say: When it was What you did Why you got up early And how you felt about it
31,1886,早起经历,20,事件,1,1,1,2,6134,3,1,ls it good to arrive early in any situation?
31,1886,早起经历,20,事件,1,1,1,3,6133,3,1,Why do some people like to stay up late?
31,1886,早起经历,20,事件,1,1,1,4,6132,3,1,What kinds of occasions need people to arrive early?
31,1886,早起经历,20,事件,1,1,1,5,6130,3,1,Why do people get up early?
31,1886,早起经历,20,事件,1,1,1,6,6129,3,1,Do you know anyone who likes to get up early?
32,1885,喜欢在家/花园种菜的人,18,人物,1,1,1,1,6124,2,1,Describe a person who loves to grow vegetables at home or in the garden You should say: Who this person is What vegetables he/she grows How he/she grows the vegetables And explain why he/she loves growing vegetables
32,1885,喜欢在家/花园种菜的人,18,人物,1,1,1,2,6126,3,1,Do many people grow vegetables or flowers at home in your country?
32,1885,喜欢在家/花园种菜的人,18,人物,1,1,1,3,6125,3,1,What are the advantages of growing vegetables or flowers at home?
33,1884,喜欢或不喜欢的高建筑,19,事物,1,1,1,1,6122,2,1,Describe a tall building you like or dislikeYou should say: What it is used for Where it is What it looks like And explain why you like/dislike it Where it is What it looks like And explain why you like/dislike it
33,1884,喜欢或不喜欢的高建筑,19,事物,1,1,1,2,6127,3,1,What are the differences between those tallbuildings in your country?
33,1884,喜欢或不喜欢的高建筑,19,事物,1,1,1,3,6123,3,1,Are there many tall buildings in your country?
34,1882,想颁布的新法律,20,事件,0,1,1,1,6113,2,1,Describe a new law you would like to introduce in your country You should say: What law it is What changes this law brings Whether this new law will be popular How you came up with the new law And explain how you feel about this new law
34,1882,想颁布的新法律,20,事件,0,1,1,2,6119,3,1,How can parents teach children to obey rules?
34,1882,想颁布的新法律,20,事件,0,1,1,3,6118,3,1,What are the benefits for people to obey rules?
34,1882,想颁布的新法律,20,事件,0,1,1,4,6117,3,1,Do you think children can learn about the law outside of school?
34,1882,想颁布的新法律,20,事件,0,1,1,5,6116,3,1,What kinds of behavior are considered as good behavior?
34,1882,想颁布的新法律,20,事件,0,1,1,6,6115,3,1,Do people in your country usually obey the law?
34,1882,想颁布的新法律,20,事件,0,1,1,7,6114,3,1,What rules should students follow at school?
35,1880,想有空时去旅游的地方,21,地点,1,1,1,1,6101,2,1,Describe a place you would like to visit in your free time You should say: • Where it is • What you will do there • How long you will stay there • And explain why you would like to visit it
35,1880,想有空时去旅游的地方,21,地点,1,1,1,2,6103,3,1,Do you think a gap period in life is important?
35,1880,想有空时去旅游的地方,21,地点,1,1,1,3,6102,3,1,Why do you think some people choose not to travel abroad?
36,1745,近期改变的计划,19,事物,1,1,1,1,5537,2,1,Describe a plan that you had to change recently You should say: When this happened What made you change the plan What the new plan was And how you felt about the change
36,1745,近期改变的计划,19,事物,1,1,1,2,5551,3,1,Do people often change their plans?
36,1745,近期改变的计划,19,事物,1,1,1,3,5552,3,1,Would you tell others if you change your plan?
36,1745,近期改变的计划,19,事物,1,1,1,4,5553,3,1,How does technology help people make plans?
36,1745,近期改变的计划,19,事物,1,1,1,5,5554,3,1,Why do you think parents still make plans for their children nowadays?
37,1738,重要决定,20,事件,3,1,1,1,5511,2,1,Describe an important decision that you made You should say: What the decision was How you made your decision What the results of the decision were And explain why it was important
37,1738,重要决定,20,事件,3,1,1,2,5512,3,1,Do you think children sometimes have to make important decisions?
37,1738,重要决定,20,事件,3,1,1,3,5513,3,1,What important decisions do teenagers need to make after graduation?
37,1738,重要决定,20,事件,3,1,1,4,5514,3,1,Who can children turn to for help when making a decision?
37,1738,重要决定,20,事件,3,1,1,5,5515,3,1,Do you think advertisements can influence our decisions when shopping?
37,1738,重要决定,20,事件,3,1,1,6,5516,3,1,Do you think the influence of advertising is good?
37,1738,重要决定,20,事件,3,1,1,7,5517,3,1,How do people usually make important decision?
38,1763,想去的多树之地,21,地点,0,0,0,1,5612,2,1,"Describe a place with a lot of trees that you would like to visit(e.g. a forest, oasis) You should say: Where it is How you knew this place What it is like And explain why you would like to visit it"
38,1763,想去的多树之地,21,地点,0,0,0,2,5613,3,1,Why do people like visiting places with trees or forests?
38,1763,想去的多树之地,21,地点,0,0,0,3,5634,3,1,What are the differences between natural forests with many trees and artificial tree-planted areas?
38,1763,想去的多树之地,21,地点,0,0,0,4,5633,3,1,How can people protect the places with a lot of trees?
38,1763,想去的多树之地,21,地点,0,0,0,5,5632,3,1,What are the benefits of having a lot of tress in a place?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,1,5604,2,1,Describe an athlete/sports team you admire You should say: Who/what the athlete/sports team is Where/how you got to know the athlete/sports team How often you watch their sports games And explain why you admire the athlete/sports team
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,2,5605,3,0,Do you think it is very important for students to do sports?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,3,5606,3,0,Does winning in a sports game make students feel proud?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,4,5607,3,1,Do you think winning is everything in sports competitions?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,5,5893,3,1,Why are there so few top athletes?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,6,5892,3,1,What is the most popular sport in your country?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,7,5891,3,1,Is is easy to identify children’s talents?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,8,5890,3,1,Is talent important in sports?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,9,5889,3,1,What qualities should an athlete have?
39,1762,仰慕的运动员/体育队,18,人物,3,0,0,10,5888,3,1,Should students have physical education and do sports at school?
40,1760,【海外新题】想修改的新法律,19,事物,0,0,0,1,5590,2,1,Describe a newly enacted law that you like but you want to change part of it You should say: When it was enacted What the law is about Which part you want to change And explain why you want to change the part
40,1760,【海外新题】想修改的新法律,19,事物,0,0,0,2,5591,3,1,Why is law important?
40,1760,【海外新题】想修改的新法律,19,事物,0,0,0,3,5592,3,1,Why are there people who like a law but want to change part of it?
41,1759,现场表演,20,事件,0,0,0,1,5584,2,1,Describe a live performance you enjoyed watching You should say: Who performed in it What kind of performance it was When you watched it And explain why you enjoyed watching it
41,1759,现场表演,20,事件,0,0,0,2,5585,3,1,What kind of party have you had so far?
41,1759,现场表演,20,事件,0,0,0,3,5586,3,1,Do you think it is hard for people to perform in front of their friends?
41,1759,现场表演,20,事件,0,0,0,4,5587,3,1,ls it easy to invite your friends to attend your party or your performance?
41,1759,现场表演,20,事件,0,0,0,5,5588,3,1,ls it expensive to watch a live performance in your country?
41,1759,现场表演,20,事件,0,0,0,6,5589,3,1,Why do many people prefer to watch a live performance rather than watch it on TV?
42,1757,环保人士【海外】,18,人物,1,0,0,1,5574,2,1,Describe a person who helps to protect the environment You should say: Who this person is When this person does this What has the person done And explain why you think this person does this
42,1757,环保人士【海外】,18,人物,1,0,0,2,5575,3,1,Why can recycling help the environment?
42,1757,环保人士【海外】,18,人物,1,0,0,3,5576,3,1,What have people done to damage the environment?
42,1757,环保人士【海外】,18,人物,1,0,0,4,5577,3,1,Do you think technology can improve environment-related problems?
42,1757,环保人士【海外】,18,人物,1,0,0,5,5578,3,1,ls it important to teach students environmental protection at school?
43,1752,【海外新题】和你分享东西的人,18,人物,1,0,0,1,5562,2,1,Describe someone who is willing to openly share things with you You should say: Who this person is How you knew this person What this person openly shares And how you feel about the sharing
43,1752,【海外新题】和你分享东西的人,18,人物,1,0,0,2,5563,3,1,What kinds of emotional support do people need at work?
43,1752,【海外新题】和你分享东西的人,18,人物,1,0,0,3,5564,3,1,Would you share your feelings with your coworkers?
43,1752,【海外新题】和你分享东西的人,18,人物,1,0,0,4,5565,3,1,Is it possible to know a job applicant’s emotional resilience through the recruiting process?
44,1751,喜欢的电视剧,19,事物,1,0,0,1,5556,2,1,Describe a TV series you like You should say: What is the name of the TV series When you watched it What it is about And explain why you like it.
44,1751,喜欢的电视剧,19,事物,1,0,0,2,5557,3,1,Is it beneficial to insert advertisements within a TV series?
44,1751,喜欢的电视剧,19,事物,1,0,0,3,5558,3,1,Do you think that parents should limit their children from watching television?
44,1751,喜欢的电视剧,19,事物,1,0,0,4,5559,3,1,Would your family watch TV together?
44,1751,喜欢的电视剧,19,事物,1,0,0,5,5560,3,1,What are the differences in television viewing habits between the elderly and young people?
44,1751,喜欢的电视剧,19,事物,1,0,0,6,5561,3,1,How has technology changed the way people watch television?
45,1750,【海外新题】家庭重要设备,19,事物,3,0,0,1,5555,2,1,Describe a piece of equipment that is important in your home You should say: What it is How often you use it With whom you use it And explain why it is important
